Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
ABAT,American Battery Technology Company Common Stock,$4.15,-0.24,-5.467%,191955569.00,United States,,271739,Basic Materials,Metal Mining
AEM,Agnico Eagle Mines Limited Common Stock,$47.06,-0.25,-0.528%,23344749439.00,Canada,,1869356,Basic Materials,Precious Metals
AERT,Aeries Technology Inc. Class A Ordinary Share,$1.67,-0.47,-21.963%,149684041.00,United States,2021,901360,Basic Materials,Forest Products
AG,First Majestic Silver Corp. Ordinary Shares (Canada),$4.58,-0.07,-1.505%,1314153648.00,Canada,,5090921,Basic Materials,Precious Metals
AMLI,American Lithium Corp. Common Stock,$1.06,-0.02,-1.852%,227535163.00,Canada,,215585,Basic Materials,Metal Mining
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),$0.4219,-0.0257,-5.742%,51532156.00,Canada,,618929,Basic Materials,Metal Mining
ATCOL,Atlas Corp. 7.125% Notes due 2027,$23.53,-0.1316,-0.556%,4807844358.00,United Kingdom,,1453,Basic Materials,Precious Metals
AU,AngloGold Ashanti PLC Ordinary Shares,$15.90,-0.74,-4.447%,6655747521.00,South Africa,,4470791,Basic Materials,Precious Metals
AUMN,Golden Minerals Company Common Stock,$0.491,0.031,6.739%,4209467.00,United States,,515033,Basic Materials,Precious Metals
AUST,Austin Gold Corp. Common Shares,$0.64,-0.02,-3.03%,8492800.00,,2022,13237,Basic Materials,Precious Metals
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$58.07,0.77,1.344%,294090217971.00,Australia,,1694062,Basic Materials,Metal Mining
BTG,B2Gold Corp Common shares (Canada),$3.01,-0.03,-0.987%,3899232260.00,Canada,,6296601,Basic Materials,Precious Metals
BVN,Buenaventura Mining Company Inc.,$8.92,0.29,3.36%,2263139495.00,Peru,1996,1432474,Basic Materials,Metal Mining
CDE,Coeur Mining Inc. Common Stock,$2.11,-0.08,-3.653%,807306418.00,United States,,7364407,Basic Materials,Precious Metals
CGAU,Centerra Gold Inc. Common Shares,$5.54,-0.14,-2.465%,1195249454.00,Canada,2021,171372,Basic Materials,Precious Metals
CHNR,China Natural Resources Inc. Common Stock,$1.70,0.00,0.00%,13923000.00,Hong Kong,,1902,Basic Materials,Metal Mining
CLF,Cleveland-Cliffs Inc. Common Stock,$16.55,0.11,0.669%,8355454118.00,United States,,6097405,Basic Materials,Metal Mining
CLW,Clearwater Paper Corporation Common Stock,$35.23,-0.69,-1.921%,583526574.00,United States,,88924,Basic Materials,Paper
CMCL,Caledonia Mining Corporation Plc Common Shares,$10.72,0.03,0.281%,205716800.00,Canada,,39994,Basic Materials,Precious Metals
CMP,Compass Minerals Intl Inc Common Stock,$23.94,0.07,0.293%,985145579.00,United States,2003,383926,Basic Materials,Other Metals and Minerals
CTGO,Contango ORE Inc. Common Stock,$18.83,0.24,1.291%,176887551.00,United States,2021,9807,Basic Materials,Precious Metals
DC,Dakota Gold Corp. Common Stock,$2.43,-0.02,-0.816%,191376728.00,United States,2022,164559,Basic Materials,Precious Metals
DNN,Denison Mines Corp Ordinary Shares (Canada),$1.59,0.02,1.274%,1328902157.00,Canada,,7861043,Basic Materials,Other Metals and Minerals
DOOR,Masonite International Corporation Ordinary Shares (Canada),$82.60,2.34,2.916%,1809421475.00,Canada,,189730,Basic Materials,Forest Products
DRD,DRDGOLD Limited American Depositary Shares,$8.34,-0.19,-2.227%,721066984.00,South Africa,,195264,Basic Materials,Precious Metals
EGO,Eldorado Gold Corporation Ordinary Shares,$10.42,-0.11,-1.045%,2113875359.00,Canada,,1117313,Basic Materials,Precious Metals
EMX,EMX Royalty Corporation Common Shares (Canada),$1.64,-0.04,-2.381%,184014626.00,Canada,,130360,Basic Materials,Metal Mining
EQX,Equinox Gold Corp. Common Shares,$4.56,-0.03,-0.654%,1427193054.00,Canada,,1425555,Basic Materials,Precious Metals
ERO,Ero Copper Corp. Common Shares,$11.75,0.03,0.256%,1097891506.00,,2021,458907,Basic Materials,Metal Mining
EU,enCore Energy Corp. Common Shares,$3.30,0.08,2.484%,516574852.00,,2023,709523,Basic Materials,Other Metals and Minerals
EVA,Enviva Inc. Common Stock,$0.923,0.0729,8.575%,68685375.00,United States,2015,16087746,Basic Materials,Forest Products
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),$1.93,-0.01,-0.515%,369605227.00,Canada,,2557020,Basic Materials,Precious Metals
FBIN,Fortune Brands Innovations Inc. Common Stock,$61.00,0.85,1.413%,7691792743.00,United States,,469076,Basic Materials,Forest Products
FCX,Freeport-McMoRan Inc. Common Stock,$33.68,0.44,1.324%,48296353578.00,United States,,9905968,Basic Materials,Metal Mining
GATO,Gatos Silver Inc. Common Stock,$4.61,-0.04,-0.86%,318837848.00,United States,2020,173924,Basic Materials,Precious Metals
GFI,Gold Fields Limited American Depositary Shares,$12.77,-0.18,-1.39%,11382904352.00,South Africa,,2729800,Basic Materials,Precious Metals
GLDG,GoldMining Inc. Common Shares,$0.7884,0.0068,0.87%,139419301.00,,,394409,Basic Materials,Precious Metals
GLT,Glatfelter Corporation Common Stock,$1.42,0.01,0.709%,64023425.00,United States,2000,218067,Basic Materials,Paper
GORO,Gold Resource Corporation Common Stock,$0.2648,-0.0258,-8.878%,23486181.00,United States,,942742,Basic Materials,Precious Metals
GROY,Gold Royalty Corp. Common Shares,$1.30,-0.02,-1.515%,188461371.00,Canada,2021,355127,Basic Materials,Precious Metals
GSM,Ferroglobe PLC Ordinary Shares,$4.43,-0.06,-1.336%,830314900.00,United Kingdom,,1927854,Basic Materials,Metal Mining
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),$4.14,0.07,1.72%,1433367492.00,Canada,,4067594,Basic Materials,Metal Mining
HMY,Harmony Gold Mining Company Limited,$4.47,-0.07,-1.542%,2762781715.00,South Africa,,2916712,Basic Materials,Precious Metals
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,$0.1815,-0.0402,-18.133%,36687110.00,United States,2018,4176908,Basic Materials,Precious Metals
HYMCL,Hycroft Mining Holding Corporation Warrants,$0.013,0.0025,23.81%,2627727.00,United States,,10140,Basic Materials,Precious Metals
HYMCW,Hycroft Mining Holding Corporation  Warrant,$0.0147,0.0047,47.00%,2971353.00,United States,2018,15500,Basic Materials,Precious Metals
IAG,Iamgold Corporation Ordinary Shares,$2.28,-0.02,-0.87%,1096908000.00,Canada,,5186234,Basic Materials,Precious Metals
IDR,Idaho Strategic Resources Inc. Common Stock,$5.01,0.13,2.664%,61405180.00,,2022,10143,Basic Materials,Precious Metals
IE,Ivanhoe Electric Inc. Common Stock,$9.92,-0.13,-1.294%,1029536338.00,Canada,2022,402799,Basic Materials,Metal Mining
IP,International Paper Company Common Stock,$33.09,-0.17,-0.511%,11449712887.00,United States,,3232525,Basic Materials,Paper
ITP,IT Tech Packaging Inc. Common Stock,$0.30,-0.001,-0.332%,3019776.00,China,,18089,Basic Materials,Paper
JELD,JELD-WEN Holding Inc. Common Stock,$14.30,0.51,3.698%,1218575730.00,United States,2017,718922,Basic Materials,Forest Products
KOP,Koppers Holdings Inc. Common Stock,$41.36,1.60,4.024%,861242010.00,United States,2006,139913,Basic Materials,Forest Products
LAC,Lithium Americas Corp. Common Shares,$7.37,0.27,3.803%,1178595660.00,Canada,2023,1333115,Basic Materials,Metal Mining
LITM,Snow Lake Resources Ltd. Common Shares,$0.663,-0.087,-11.60%,12057192.00,Canada,2021,158232,Basic Materials,Other Metals and Minerals
LPX,Louisiana-Pacific Corporation Common Stock,$58.32,0.92,1.603%,4205729479.00,United States,,562623,Basic Materials,Forest Products
LZM,Lifezone Metals Limited Ordinary Shares,$9.73,0.63,6.923%,772742968.00,Isle of Man,,65019,Basic Materials,Metal Mining
